ra,dec,Instrument,Source,SIMBAD_Name,Source_Type
216.6375,43.854167,uvit2,KISSR1786,KISS F1424-1399,EmG
249.432875,29.727694,uvit1,GC50+40,0.0,0.0
356.757079,29.471109999999996,uvit1,arp86,APG  86,PairG
78.52816700000001,-40.046556,uvit1,NGC 1851,NGC  1851,GlCl
310.307792,-38.19342,uvit1,ESO341-IG004,ESO 341-4,IG
220.10882900000001,33.98911,uvit1,ngc5727,NGC  5727,EmG
218.475,42.653611,uvit2,KISSR1814*,SDSS J143358.56+423910.3,QSO
265.990969,19.585838,sxt,1ES 1741+196,QSO B1741+196,BLLac
233.738558,23.50314,uvit1,arp220,[SED98] APG 220NE,PartofG
270.290542,-25.078925,laxpc2,GX 5-1,4U 1758-25,LMXB
272.11475,-36.978972,laxpc2,SAX J1808.4-3658,V* V4580 Sgr,LMXB
237.391917,70.348089,laxpc1,Blank Sky-8,0.0,0.0
270.290542,-25.078925,laxpc2,GX 5-1,4U 1758-25,LMXB
251.44875,-45.611111,laxpc2,GX 340+0,4U 1642-45,LMXB
264.742921,-44.45,laxpc1,4U 1735-44,V* V926 Sco,LMXB
262.990542,-33.834028,laxpc2,4U 1728-34,NAME Slow Burster,LMXB
284.888125,-36.631417,uvit1,NGC 6723,NGC  6723,GlCl
274.005787,-14.036283,laxpc1,GX 17+2,V* NP Ser,LMXB
295.669067,-10.32375,sxt,NGC 6814,NGC  6814,Seyfert_1
277.680367,-24.019153,sxt,V3890 Sgr,V* V3890 Sgr,LPV*
295.669067,-10.32375,sxt,NGC 6814,NGC  6814,Seyfert_1
359.253083,-34.680539,uvit1,Abell4059,ESO 349-9,GinCl
100.56472099999999,75.62573,uvit1,UGCA130,Mrk    5,HII_G
8.406667,28.739167,uvit1,AGC 102983,AGC 102983,Galaxy
251.44875,-45.611111,laxpc2,GX 340+0,4U 1642-45,LMXB
256.435375,-36.423069,laxpc2,GX 349+2,V* V1101 Sco,LMXB
237.391917,70.348089,laxpc1,Blank Sky-8,0.0,0.0
58.841625,9.788333,uvit1,HZ4,HZ  4,WD*
277.680367,-24.019153,sxt,V3890 Sgr,V* V3890 Sgr,LPV*
325.092167,-23.179861,uvit1,NGC 7099,M  30,GlCl
251.44875,-45.611111,laxpc2,GX 340+0,4U 1642-45,LMXB
340.537375,29.6153,uvit1,Akn564_2,0.0,0.0
284.146292,-37.908471999999996,sxt,RXJ1856.6-3754,RX J1856.6-3754,Neutron*
100.72975,55.474233,uvit1,SU Lyn,V* SU Lyn,LPV*
340.790583,29.7253,uvit1,Akn564_3,0.0,0.0
340.53725,29.7253,uvit1,Akn564_4,0.0,0.0
340.790708,29.8353,uvit1,Akn564_5,0.0,0.0
340.537083,29.8353,uvit1,Akn564_6,TYC 2232-311-1,Star
340.66391699999997,29.615361,uvit1,Akn564_7,[TKK2018] 7277,PairG
340.66391699999997,29.835361,uvit1,Akn564_8,0.0,0.0
340.790417,29.6153,uvit1,Akn564_9,0.0,0.0
255.705667,-48.789667,laxpc1,GX339-4,V* V821 Ara,HMXB
251.44875,-45.611111,laxpc2,GX 340+0,4U 1642-45,LMXB
256.435375,-36.423069,laxpc2,GX 349+2,V* V1101 Sco,LMXB
270.290542,-25.078925,laxpc2,GX 5-1,4U 1758-25,LMXB
86.757871,-34.250609999999995,uvit3,NGC2090,NGC  2090,GinGroup
26.012292000000002,61.888971999999995,uvit1,NGC 654(2),EM* GGA   83,Be*
118.8554,39.18615,uvit1,mrk 382,Mrk  382,Seyfert_1
326.171475,38.321407,laxpc2,Cyg X-2,V* V1341 Cyg,LMXB
264.974792,-28.496333,laxpc2,XTE J1739-285,[KRL2007b] 258,LMXB
7.26275,59.571943999999995,laxpc1,IGR J00291+5934,V* V1037 Cas,LMXB
31.792958000000002,-74.1175,uvit1,MBfield3,[DI91]  341,Star
30.309041999999998,-74.164333,uvit1,MBfield4,2MASS J02012483-7409488,Candidate_RGB*
33.286375,-74.170172,uvit1,MBfield2,SSTISAGEMA J021301.40-741040.6,Star
25.582042,51.575472,uvit1,NGC 650,M  76,PN
62.223957999999996,-55.98956,uvit1,IC 2038,IC 2038,GinPair
347.447,-43.4279,uvit1,NGC7496,NGC  7496,AGN
120.004167,-10.77,uvit1,NGC 2506,NGC  2506,OpCl
272.11475,-36.978972,sxt,SAX J1808.4-3658,V* V4580 Sgr,LMXB
296.254167,-14.815278,uvit1,NGC6822,[SRC2012] 296.254303-14.816854,Candidate_AGB*
302.355792,-48.831583,sxt,PKS 2005-489,QSO B2005-489,BLLac
62.466,-56.11844,uvit1,NGC1533,NGC  1533,GinGroup
62.749421,-56.48044,uvit1,NGC 1536,NGC  1536,IG
63.65225,-56.06080600000001,uvit1,NGC 1546,NGC  1546,GinGroup
93.90125,71.0375,sxt,Mrk 3,[KGP93] Mrk 3 5,Radio
11.363333,41.883025,uvit1,M31 Field No. 8,[JSD2012] PC  295,Cl*
9.260667,39.972361,uvit1,M31-I,[MMD2006] 2526,PN?
352.967412,19.937264000000003,sxt,EQ Peg,BD+19  5116,**
67.0,-47.91275,sxt,ESO,NAME Carafe Nebula,LINER
323.28461200000004,39.635978,uvit1,PN Hu1-2,PN Hu  1-2,PN
117.086125,47.203953000000006,uvit1,SDSSJ074820+471214,[GBM2015] SDSS 1737-53055-369 SN,SN
337.759125,-20.797992,uvit1,NGC 7293,0.0,0.0
353.6145,-36.1011,uvit1,IC5332,IC 5332,GinGroup
19.255417,-71.733639,uvit1,SMC_Shell_9,SSTISAGEMA J011702.13-714408.3,Candidate_RGB*
18.79625,-71.3655,uvit1,SMC_Shell_8,SSTISAGEMA J011506.00-712205.7,Candidate_RGB*
81.70796700000001,-66.095275,uvit1,N49 N49B,MACHO  62.7605.393,PM*
49.566666999999995,-66.498333,uvit1,NGC 1313,NGC  1313,Galaxy
292.482931,18.310617999999998,laxpc1,IGR J19294+1816,IGR J19294+1816,HMXB
11.037,41.557347,uvit1,M31 Field No. 2,[AMB2011] HII 2651,HII
10.710708,41.250228,uvit1,M31 Field No. 1,M31N 2013-12a,X
351.350779,-38.446996999999996,sxt,IRAS 23226-3843,2MASX J23252420-3826492,Seyfert_1
11.719583,42.203444,uvit1,M31 Field No. 9,[JSD2015] AP  4076,Galaxy
112.26125,13.246777999999999,uvit1,PN A66 21,PN A66   21,PN
147.593333,31.487778000000002,uvit1,UGC 5272,UGC  5272,Galaxy
124.87075,70.70536,uvit1,Holmber II X-1,[SST2011] J081929.00+704219.3,ULX
312.122167,29.723278000000004,uvit1,Cygnus S-III,Gaia DR2 1858290202747590528,Candidate_WD*
99.098292,-42.867806,laxpc2,MAXI J0637-430,EQ J063623.2-425204.2,Unknown
312.122167,29.723278000000004,uvit1,Cygnus S-III,Gaia DR2 1858290202747590528,Candidate_WD*
313.13183300000003,29.681721999999997,uvit1,Cygnus S-VIII,NAME Teutsch GN J2052.5+2940,PN?
312.58325,29.697583,uvit1,Cygnus S-IX,Gaia DR2 1858602880656651008,Star
331.968305,31.359346000000002,uvit1,NGC7217,NGC  7217,LINER
19.255417,-71.733639,uvit1,SMC_Shell_9,SSTISAGEMA J011702.13-714408.3,Candidate_RGB*
18.79625,-71.3655,uvit1,SMC_Shell_8,SSTISAGEMA J011506.00-712205.7,Candidate_RGB*
49.566666999999995,-66.498333,uvit1,NGC 1313,NGC  1313,Galaxy
99.098292,-42.867806,laxpc2,MAXI J0637-430,EQ J063623.2-425204.2,Unknown
11.37,41.902806,uvit1,M31N 2008-12a,RX J0045.4+4154,Nova
99.098292,-42.867806,uvit1,MAXIJ0637-430_1,EQ J063623.2-425204.2,Unknown
98.947958,-42.977708,uvit1,MAXIJ0637-430_2,0.0,0.0
99.248375,-42.867708,uvit1,MAXIJ0637-430_3,0.0,0.0
11.719583,42.203444,uvit1,M31 Field No. 9,[JSD2015] AP  4076,Galaxy
98.948208,-42.867708,uvit1,MAXIJ0637-430_4,0.0,0.0
99.248125,-42.757708,uvit1,MAXIJ0637-430_5,0.0,0.0
98.948458,-42.757708,uvit1,MAXIJ0637-430_6,0.0,0.0
99.098292,-42.867806,sxt,MAXI J0637-430,EQ J063623.2-425204.2,Unknown
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
99.098292,-42.977806,uvit1,MAXIJ0637-430_7,0.0,0.0
99.098292,-42.757806,uvit1,MAXIJ0637-430_8,0.0,0.0
99.248625,-42.977708,uvit1,MAXIJ0637-430_9,0.0,0.0
147.593333,31.487778000000002,uvit1,UGC 5272,UGC  5272,Galaxy
183.47958300000002,22.8,czt1,Blank Sky,0.0,0.0
186.356325,16.470006,uvit1,VCC801,NGC  4383,AGN
331.968305,31.359346000000002,uvit1,NGC7217,NGC  7217,LINER
174.12125,21.59639,uvit1,ngc 3758,Mrk  739E,Seyfert_1
124.87075,70.70536,uvit1,Holmber II X-1,[SST2011] J081929.00+704219.3,ULX
12.08,85.223917,uvit1,NGC 188,Cl* NGC  188    DGV     702,Star
203.654167,37.912222,sxt,XRBBlankF1T1,[LDP2005] 112,X
16.005,-72.0312,sxt,1E0102-72.3,SNR B0102-72.3,SNR
311.799708,22.026,ssm,SSM1CrabDec2019,0.0,0.0
331.968305,31.359346000000002,uvit1,NGC7217,NGC  7217,LINER
182.32375,29.9275,uvit1,NGC4136,SN 1941C,SN
161.264733,-59.684459,sxt,eta carina,* eta Car,Em*
12.08,85.223917,uvit1,NGC 188,Cl* NGC  188    DGV     702,Star
16.005,-72.0312,sxt,1E0102-72.3,SNR B0102-72.3,SNR
32.393904,-74.453283,sxt,RX J0209.6-7427,RX J0209.6-7427,HMXB
124.87075,70.70536,uvit1,Holmber II X-1,[SST2011] J081929.00+704219.3,ULX
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
16.005,-72.0312,sxt,1E0102-72.3,SNR B0102-72.3,SNR
12.08,85.223917,uvit1,NGC 188,Cl* NGC  188    DGV     702,Star
124.87075,70.70536,uvit1,Holmber II X-1,[SST2011] J081929.00+704219.3,ULX
331.968305,31.359346000000002,uvit1,NGC7217,NGC  7217,LINER
189.2125,62.294075,uvit1,GOODS-North,MODS wide  7880,Galaxy
18.79625,-71.3655,uvit1,SMC_Shell_8,SSTISAGEMA J011506.00-712205.7,Candidate_RGB*
19.255417,-71.733639,uvit1,SMC_Shell_9,SSTISAGEMA J011702.13-714408.3,Candidate_RGB*
32.692502000000005,-51.017192,uvit1,PKS 0208-512,QSO B0208-512,BLLac
189.2125,62.294075,uvit1,GOODS-North,MODS wide  7880,Galaxy
29.420833000000002,37.785,uvit1,NGC 752,NGC   752,OpCl
197.079667,43.757111,uvit1,SDSSJ130819+434525,SDSS J130819.12+434525.5,Seyfert_2
19.255417,-71.733639,uvit1,SMC_Shell_9,SSTISAGEMA J011702.13-714408.3,Candidate_RGB*
12.08,85.223917,uvit1,NGC 188,Cl* NGC  188    DGV     702,Star
4.958022,21.947824,sxt,RX J0019.8+2156,V* QR And,EB*
124.87075,70.70536,uvit1,Holmber II X-1,[SST2011] J081929.00+704219.3,ULX
331.968305,31.359346000000002,uvit1,NGC7217,NGC  7217,LINER
216.239708,24.25495,uvit1,J142457.53+241517.82,2MASS J14245751+2415177,AGN
182.348458,62.165544,uvit1,J120923.63+620955.96,ZW  VII 441,LINER
84.911788,-69.743204,sxt,LMC X-1,X LMC X-1,HMXB
162.115083,71.726639,sxt,S5 1044+71,6C 104451+715930,QSO
203.654167,37.912222,sxt,XRBBlankF1T3,[LDP2005] 112,X
215.626583,32.3862,sxt,OQ 334,QSO B1420+326,QSO
189.2125,62.294075,uvit1,GOODS-North,MODS wide  7880,Galaxy
174.12125,21.59639,uvit1,ngc 3758,Mrk  739E,Seyfert_1
185.728883,15.822304,uvit1,VCC596,M 100,AGN
215.626583,32.3862,sxt,OQ 334,QSO B1420+326,QSO
84.73457900000001,-64.084168,sxt,LMC X-3,X LMC X-3,HMXB
203.654167,37.912222,sxt,XRBBlankF1T2,[LDP2005] 112,X
189.2125,62.294075,uvit1,GOODS-North,MODS wide  7880,Galaxy
69.95683299999999,-68.150389,sxt,RX J0439.8-6809,1ES 0439-68.2,CataclyV*
4.958022,21.947824,sxt,RX J0019.8+2156,V* QR And,EB*
163.183333,57.483056000000005,sxt,XMMBLANKF3,[MBH2002] 89,X
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
203.654167,37.912222,sxt,XRBBlankF1T3,[LDP2005] 112,X
245.731375,15.76971,uvit1,dg_02,0.0,0.0
162.418733,9.006449,uvit1,dg_01,0.0,0.0
203.654167,37.912222,sxt,XRBBlankF1T4,[LDP2005] 112,X
217.62995800000002,52.707178000000006,uvit1,J143031.19+524225.84,2MASX J14303120+5242258,Seyfert_2
251.97875,44.562514,uvit1,J164754.90+443345.05,2MASX J16475488+4433454,EmG
9.016667,23.957778,uvit1,NGC 160,NGC   160,Galaxy
201.768167,48.326756,uvit1,J132704.36+481936.32,LEDA 2315068,LINER
166.767375,45.822117,uvit1,J110704.17+454919.62,UGC  6165,EmG
165.638958,22.753811,uvit1,J110233.35+224513.71,2MASX J11023336+2245133,LINER
192.095417,8.4875,uvit1,NGC 4698,NGC  4698,Seyfert_2
213.29125,-65.339167,sxt,Circinus Galaxy,[SW2001b] D,X
203.654167,37.912222,sxt,XRBBlankF1T5,[LDP2005] 112,X
203.669875,-23.445889,uvit1,ESO 509-IG 066 NED 02,6dFGS gJ133440.8-232645,Galaxy
213.29125,-65.339167,sxt,Circinus Galaxy,[SW2001b] D,X
182.32375,29.9275,uvit1,NGC4136,SN 1941C,SN
187.184167,43.224167,uvit1,UGC7608,UGC  7608,EmG
217.26666699999998,52.87,uvit1,EGS,0.0,0.0
190.927625,16.393389000000003,uvit1,NGC 4651,NGC  4651,LINER
124.87075,70.70536,uvit1,Holmber II X-1,[SST2011] J081929.00+704219.3,ULX
130.170042,-35.273666999999996,laxpc2,Swift J0840.7-3516,GRB 200205A,Pulsar
197.079667,43.757111,uvit1,SDSSJ130819+434525,SDSS J130819.12+434525.5,Seyfert_2
184.6105,29.812917,uvit1,Mrk766,NGC  4253,Seyfert_1
69.95683299999999,-68.150389,sxt,RX J0439.8-6809,1ES 0439-68.2,CataclyV*
199.112875,17.70025,uvit1,NGC5053,NGC  5053,GlCl
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
12.08,85.223917,uvit1,NGC 188,Cl* NGC  188    DGV     702,Star
124.87075,70.70536,uvit1,Holmber II X-1,[SST2011] J081929.00+704219.3,ULX
49.921,-19.4112,uvit1,NGC1300,NGC  1300,GinPair
54.368,-24.5013,uvit1,NGC1385,NGC  1385,EmG
194.182083,21.6827,uvit1,NGC4826,M  64,Seyfert
76.31020799999999,-37.9808,uvit1,NGC1792,NGC  1792,EmG
64.399,-62.7837,uvit1,NGC1559,NGC  1559,GinGroup
189.2125,62.294075,uvit1,GOODS-North,MODS wide  7880,Galaxy
214.773292,-14.0129,ssm,SSM1CrabMar2020,0.0,0.0
204.404708,20.397694,uvit1,SDSSJ133737+202351,2MASX J13373713+2023517,Galaxy
203.654167,37.912222,sxt,XRBBlankF1T6,[LDP2005] 112,X
264.974792,-28.496333,laxpc2,XTE J1739-285,[KRL2007b] 258,LMXB
254.457542,35.342333,uvit1,Her X-1,V* HZ Her,LMXB
52.88079200000001,-51.9049,uvit1,IC1954,IC 1954,GinGroup
73.920833,-71.413333,uvit1,LMCSouth_6,[GKK2003] A061,Assoc*
204.404708,20.397694,uvit1,SDSSJ133737+202351,2MASX J13373713+2023517,Galaxy
49.566666999999995,-66.498333,uvit1,NGC 1313,NGC  1313,Galaxy
203.654167,37.912222,sxt,XRBBlankF1T7,[LDP2005] 112,X
77.18820799999999,-71.186444,uvit1,LMCSouth_1,[RP2006] 1151,Em*
262.3,-36.686667,sxt,G351.7-1.2,1FGL J1729.1-3641c,gamma
77.28133299999999,-71.503917,uvit1,LMCSouth_2,EROS2-star lm056-4l-18899,LPV*
76.06179200000001,-71.756639,uvit1,LMCSouth_3,[GKK2003] A027,Assoc*
78.333875,-72.078,uvit1,LMCSouth_5,0.0,0.0
77.11908299999999,-71.897972,uvit1,LMCSouth_4,2MASS J05082876-7153401,Star
147.593333,31.487778000000002,uvit1,UGC 5272,UGC  5272,Galaxy
203.654167,37.912222,sxt,XRBBlankF1T8,[LDP2005] 112,X
236.72,-78.21419399999999,uvit1,Sunburst Arc,TYC 9433-1133-1,Star
272.5,-22.2,laxpc2,MAXI J1810-222,MAXI J1810-222,X
204.38358300000002,8.8851,uvit1,NGC5248,NGC  5248,GinGroup
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
203.654167,37.912222,sxt,XRBBlankF1T9,[LDP2005] 112,X
112.26125,13.246777999999999,uvit1,PN A66 21,PN A66   21,PN
132.825,11.8,uvit1,M67,NGC  2682,OpCl
14.553332999999999,-70.763278,uvit1,SMC_Shell_1,SSTISAGEMA J005821.54-704534.2,PM*
14.948332999999998,-71.12055600000001,uvit1,SMC_Shell_2,SSTISAGEMA J005947.18-710639.2,Candidate_RGB*
17.870417,-70.667889,uvit1,SMC_Shell_6,SSTISAGEMA J011131.10-704013.9,Star
239.790083,35.029878000000004,sxt,Mrk 493,Mrk  493,Seyfert_1
141.303542,52.286221999999995,uvit1,Mrk110,Mrk  110,Seyfert_1
66.908792,-55.027806000000005,uvit1,NGC 1596,NGC  1596,GinPair
167.167167,34.097842,uvit1,SDSSJ110840+340552,SDSS J110840.11+340552.2,Galaxy
296.254167,-14.815278,uvit1,NGC6822,[SRC2012] 296.254303-14.816854,Candidate_AGB*
214.773292,-14.0129,ssm,SSM1CrabMar2020,0.0,0.0
18.79625,-71.3655,uvit1,SMC_Shell_8,SSTISAGEMA J011506.00-712205.7,Candidate_RGB*
137.583792,7.0379,uvit1,NGC2775,NGC  2775,Galaxy
253.467571,39.760169,sxt,Mrk 501,4C 39.49,BLLac
84.911788,-69.743204,sxt,LMC X-1,X LMC X-1,HMXB
77.18820799999999,-71.186444,uvit1,LMCSouth_1,[RP2006] 1151,Em*
77.28133299999999,-71.503917,uvit1,LMCSouth_2,EROS2-star lm056-4l-18899,LPV*
76.06179200000001,-71.756639,uvit1,LMCSouth_3,[GKK2003] A027,Assoc*
124.87075,70.70536,uvit1,Holmber II X-1,[SST2011] J081929.00+704219.3,ULX
190.709442,-63.058624,sxt,HD 110432,HD 110432,Be*
13.639292000000001,-73.68369399999999,laxpc2,SMC X-2,X SMC X-2,HMXB
248.554583,-47.090306,laxpc2,4U 1630-472,0.0,0.0
200.324221,42.587606,uvit1,3C 285,2MASX J13211781+4235153,Seyfert_2
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
80.116833,-71.96480600000001,sxt,LMC X-2,X LMC X-2,LMXB
179.8825,29.245556,sxt,TON 0599,Ton  599,QSO
312.58325,29.697583,uvit1,Cygnus S-IX,Gaia DR2 1858602880656651008,Star
190.99,16.381667,uvit1,3C 275.1,3C 275.1,QSO
254.457542,35.342333,uvit1,Hercules X-1,V* HZ Her,LMXB
186.939974,13.008826,uvit1,NGC 4438,2MASS J12274565+1300314,X
188.33238300000002,12.853547,uvit1,VCC1499,IC 3492,GinCl
186.860433,11.107662,uvit1,VCC1003,NGC  4429,GinGroup
184.706771,14.416489000000002,uvit1,VCC307,M  99,HII_G
189.20756699999998,13.162869,uvit1,VCC1690,M  90,Seyfert_2
190.895833,13.12635,uvit1,VCC1987,0.0,0.0
353.6145,-36.1011,uvit1,IC5332,IC 5332,GinGroup
13.639292000000001,-73.68369399999999,sxt,SMC X-2,X SMC X-2,HMXB
166.697917,72.568611,sxt,NGC 3516,[MWP92] A,Radio
187.737967,11.483531,uvit1,VCC1326,NGC  4491,GinGroup
190.35587900000002,13.729414000000002,uvit1,VCC1878,NGC  4611,Galaxy
12.08,85.223917,uvit1,NGC 188,Cl* NGC  188    DGV     702,Star
341.515417,-11.001111,uvit1,NGC 7371,NGC  7371,Galaxy
190.986,13.1264,uvit1,NGC4654,NGC  4654,GinPair
347.447,-43.4279,uvit1,NGC7496,NGC  7496,AGN
189.207583,13.1629,uvit1,NGC4569,M  90,Seyfert_2
307.888333,-7.088333,uvit1,PN A66 70,PN A66   70,PN
133.703625,20.108511,sxt,OJ 287,QSO J0854+2006,BLLac
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
188.173933,14.051614,uvit1,VCC1450,IC 3476,GinGroup
325.73325,-30.132753000000005,uvit1,6dFGSgJ214256-300758,6dFGS gJ214256.0-300758,Galaxy
313.13183300000003,29.681721999999997,uvit1,Cygnus S-VIII,NAME Teutsch GN J2052.5+2940,PN?
311.704458,31.477833,uvit1,NGC6960-VIII,0.0,0.0
312.122167,29.723278000000004,uvit1,Cygnus S-III,Gaia DR2 1858290202747590528,Candidate_WD*
201.392,-54.245314,uvit1,DY Cen,V* DY Cen,Erupt*RCrB
345.815308,8.873689,sxt,NGC7469,[RLA2011] A,IR
150.751458,68.824064,uvit1,NGC3077,0.0,0.0
149.97579199999998,68.638019,uvit1,SES,TYC 4383-805-1,Star
203.654167,37.912222,sxt,XRBBlankF1T10,[LDP2005] 112,X
211.108021,-17.227930999999998,uvit1,PN G326.7+42.2,IC  972,PN
219.750875,64.291661,sxt,EK Draconis,V* EK Dra,BYDra
305.0365,16.731664000000002,uvit1,IC 4997,IC 4997,PN
214.76666699999998,52.87,uvit1,EGS,EGSIRAC J141903.11+525203.2,Galaxy
204.896083,-67.38104399999999,uvit1,PN MyCn18,PN MyCn   18,PN
305.378054,40.446121999999995,laxpc2,PSR J2021+4026,[WRR2011] 20,X
348.702083,-43.599944,uvit1,NGC 7531,NGC  7531,GinGroup
139.00620800000002,-36.627056,uvit1,NGC 2818,NGC  2818,PN
129.3125,-29.955,uvit1,NGC 2627,NGC  2627,OpCl
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
190.99,16.381667,uvit1,3C 275.1,3C 275.1,QSO
226.005004,10.43782,uvit1,Mrk 841,Mrk  841,Seyfert_1
160.99041699999998,11.703806,uvit1,NGC 3351,M  95,GinPair
203.669875,-23.445889,uvit1,ESO 509-IG 066 NED 02,6dFGS gJ133440.8-232645,Galaxy
200.324221,42.587606,uvit1,3C 285,2MASX J13211781+4235153,Seyfert_2
341.515417,-11.001111,uvit1,NGC 7371,NGC  7371,Galaxy
241.8875,54.641943999999995,uvit1,P_02,0.0,0.0
178.25366699999998,-42.234389,uvit1,PN G291.4+19.2,TYC 7750-811-1,Star
158.742542,-29.094471999999996,uvit1,PN G270.1+24.8,0.0,0.0
209.22341699999998,10.525225,uvit1,J1356+1026,0.0,0.0
217.625,13.653332999999998,uvit1,J1430+1339,NAME Teacup AGN,Seyfert_2
204.25375,-29.865416999999997,uvit1,NGC 5236,[GRL91] 1,PartofG
214.843417,-26.644721999999998,uvit1,ESO 511-G030,ESO 511-30,Seyfert_1
14.972,31.826909000000004,uvit1,Mrk 352,Mrk  352,Seyfert_1
315.757692,-14.260025,uvit1,PGC065981,MCG-02-53-023,Galaxy
189.207583,13.1629,uvit1,NGC4569,M  90,Seyfert_2
351.2,-40.66,sxt,1ES 2322-409,0.0,0.0
203.975,-34.295556,sxt,meg-6-30-15,ESO 383-35,Seyfert_1
243.179167,-52.423056,sxt,4U 1608-52,V* QX Nor,LMXB
203.975,-34.295556,sxt,meg-6-30-15,ESO 383-35,Seyfert_1
12.196421,31.956968,uvit1,NGC262,NGC   262,Seyfert_2
33.679208,59.485,uvit1,Stock 2,Cl Stock    2,OpCl
210.19091699999998,59.3287,uvit1,MRK799,NGC  5430,EmG
248.69958300000002,-47.3,laxpc2,4U 1630-472,0.0,0.0
259.358333,51.216111,uvit1,C/2017 K2,0.0,0.0
257.636042,-36.017146999999994,laxpc2,IGR J17091-3624,Gaia DR2 5976957990418246784,Candidate_RRLyr
262.934042,-16.961361,laxpc2,GX 9+9,V* V2216 Oph,LMXB
37.15875,-73.874139,uvit1,MB_tile_1,0.0,0.0
33.2625,-74.081028,uvit1,MB_tile_2,[DI91]  776,Star
29.504167,-74.237472,uvit1,MB_tile_3,SSTISAGEMA J015757.08-741339.4,PM*
27.872083,-74.240472,uvit1,MB_tile_4,SSTISAGEMA J015127.30-741357.6,Star
214.773292,-14.0129,ssm,SSM1CrabMar2020,0.0,0.0
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
52.8,43.904278000000005,sxt,GK Per,V* GK Per,Nova
257.226958,-44.102042,laxpc2,4U 1705-44,4U 1705-44,LMXB
45.414916999999996,-8.112556,uvit1,T03,[VV2003c] J030139.6-080645,Seyfert_1
66.503017,-57.200269999999996,uvit1,1H 0419-577,LB  1727,Seyfert_1
10.4706,-73.382918,uvit1,SMC-02,2MASS J00415532-7323023,Candidate_RGB*
10.841592,-73.030698,uvit1,SMC-03,2MASS J00432266-7301445,Candidate_RGB*
11.4887,-72.731306,uvit1,SMC-04,2MASS J00460099-7243534,Candidate_RGB*
238.818375,35.723514,uvit1,T05,SDSS J155516.41+354324.7,BClG
244.17766699999999,20.955586,uvit1,T08,SDSS J161642.63+205720.1,Galaxy
48.067541999999996,-55.216221999999995,uvit1,NGC 1261,NGC  1261,GlCl
274.005787,-14.036283,laxpc2,GX 17+2,V* NP Ser,LMXB
217.1505,46.12,uvit1,Fil_01,SDSS J142838.24+460721.9,Galaxy
216.6,46.8,uvit1,Fil_02,SDSS J142621.58+464823.7,QSO
215.85,46.1,uvit1,Fil_03,LAMOST J142324.13+460602.0,QSO
277.382421,48.746155,uvit1,3C 380,ICRF J182931.7+484446,Seyfert_1
273.349021,-12.766952999999999,laxpc2,PSR J1813-1246,PSR J1813-1246,Pulsar
57.346582999999995,-11.990833,uvit1,1ES 0347-121,QSO B0347-121,BLLac
12.114308,-72.429906,uvit1,SMC-05,2MASS J00483109-7225476,Candidate_RGB*
12.719367,-72.12659599999999,uvit1,SMC-06,SSTISAGEMA J005051.26-720748.3,Candidate_RGB*
83.633083,22.0145,laxpc1,Crab,M   1,SNR
83.633083,22.0145,czt1,Crab,M   1,SNR
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
80.116833,-71.96480600000001,sxt,LMC X-2,X LMC X-2,LMXB
68.847,55.376,laxpc2,AT2019wey,NAME ATLAS 19bcxp,Transient
12.07785,-73.04092,uvit1,SMC-10,2MASS J00482134-7302268,Candidate_RGB*
80.116833,-71.96480600000001,sxt,LMC X-2,X LMC X-2,LMXB
83.633083,22.0145,czt1,Crab,M   1,SNR
51.17125,34.179444000000004,sxt,1H 0323+34203,QSO J0324+3410,BLLac
274.005787,-14.036283,laxpc2,GX 17+2,V* NP Ser,LMXB
83.633083,22.0145,czt1,Crab,M   1,SNR
10.757621,-73.64133199999999,uvit1,SMC-08,SSTISAGEMA J004301.43-733841.3,Candidate_RGB*
13.3048,-71.821469,uvit1,SMC-07,OGLE SMC-RRLYR-1230,RRLyr
11.429308,-73.342168,uvit1,SMC-09,ABW-A 156,C*
26.9285,-52.7619,uvit1,NGC0685,NGC   685,Galaxy
85.889583,-68.373056,sxt,CAL83,2E  1550,XB
83.633083,22.0145,czt1,Crab,M   1,SNR
284.146292,-37.908471999999996,sxt,RX J1856.6-3754,RX J1856.6-3754,Neutron*
83.633083,22.0145,czt1,Crab,M   1,SNR
284.146292,-37.908471999999996,sxt,RX J1856.6-3754,RX J1856.6-3754,Neutron*
329.4195,-80.358,uvit1,FRB190711,FRB 190711,radioBurst
12.07785,-73.04092,uvit1,SMC-10,2MASS J00482134-7302268,Candidate_RGB*
12.704317,-72.73769399999999,uvit1,SMC-11,2MASS J00505037-7244121,Candidate_RGB*
13.309729,-72.43259,uvit1,SMC-12,SSTISAGEMA J005315.28-722600.7,Candidate_RGB*
15.070170999999998,-72.11774100000001,uvit1,SMC-21,OGLE SMC108.3  15735,EB*
